 ITER          Simple-error          Ya-error
 63546      0.47480899E-11      0.25853693E-01
 63547      0.47505363E-11      0.25858879E-01
 63548      0.47490059E-11      0.25858283E-01
 63549      0.47494339E-11      0.25855184E-01
 63550      0.47475118E-11      0.25852203E-01
 63551      0.47535565E-11      0.25854886E-01
 63552      0.47492839E-11      0.25852859E-01
 63553      0.47491061E-11      0.25847256E-01
 63554      0.47505372E-11      0.25848985E-01
 63555      0.47505784E-11      0.25846958E-01
 63556      0.47499812E-11      0.25846958E-01
 63557      0.47484777E-11      0.25846541E-01
 63558      0.47552465E-11      0.25844872E-01
 63559      0.47465617E-11      0.25842965E-01
 63560      0.47469255E-11      0.25845408E-01
 63561      0.47475873E-11      0.25841773E-01
 63562      0.47506296E-11      0.25840938E-01
 63563      0.47481927E-11      0.25836408E-01
 63564      0.47460399E-11      0.25837898E-01
 63565      0.47460495E-11      0.25838494E-01
 63566      0.47455672E-11      0.25835872E-01
 63567      0.47464328E-11      0.25831223E-01
 63568      0.47412321E-11      0.25833011E-01
 63569      0.47443516E-11      0.25828362E-01
 63570      0.47459753E-11      0.25827527E-01
 63571      0.47470712E-11      0.25830269E-01
 63572      0.47447771E-11      0.25825202E-01
 63573      0.47452814E-11      0.25828660E-01
 63574      0.47460148E-11      0.25829017E-01
 63575      0.47454922E-11      0.25826454E-01
 63576      0.47466297E-11      0.25822580E-01
 63577      0.47443056E-11      0.25826871E-01
 63578      0.47433420E-11      0.25823951E-01
 63579      0.47435849E-11      0.25820792E-01
 63580      0.47424586E-11      0.25823474E-01
 63581      0.47436651E-11      0.25813818E-01
 63582      0.47429339E-11      0.25818646E-01
 63583      0.47414351E-11      0.25818348E-01
 63584      0.47404194E-11      0.25812626E-01
 63585      0.47411857E-11      0.25813103E-01
 63586      0.47427513E-11      0.25816917E-01
 63587      0.47422088E-11      0.25813520E-01
 63588      0.47423571E-11      0.25807977E-01
 63589      0.47418189E-11      0.25812089E-01
 63590      0.47410288E-11      0.25809467E-01
 63591      0.47426763E-11      0.25808811E-01
 63592      0.47391154E-11      0.25808692E-01
 63593      0.47405690E-11      0.25807619E-01
 63594      0.47420791E-11      0.25804341E-01
 63595      0.47427813E-11      0.25804639E-01
 63596      0.47435823E-11      0.25802076E-01
 63597      0.47403210E-11      0.25801241E-01
 63598      0.47419928E-11      0.25803924E-01
 63599      0.47392528E-11      0.25799334E-01
 63600      0.47407555E-11      0.25796592E-01
 63601      0.47413865E-11      0.25798976E-01
 63602      0.47422014E-11      0.25793850E-01
 63603      0.47392914E-11      0.25790572E-01
 63604      0.47388833E-11      0.25793970E-01
 63605      0.47386513E-11      0.25791585E-01
 63606      0.47373425E-11      0.25790632E-01
 63607      0.47375740E-11      0.25793791E-01
 63608      0.47377631E-11      0.25790215E-01
 63609      0.47380841E-11      0.25793374E-01
 63610      0.47371638E-11      0.25787413E-01
 63611      0.47355982E-11      0.25792658E-01
 63612      0.47377649E-11      0.25787175E-01
 63613      0.47362544E-11      0.25787294E-01
 63614      0.47354360E-11      0.25782645E-01
 63615      0.47367353E-11      0.25786996E-01
 63616      0.47372674E-11      0.25785923E-01
 63617      0.47393586E-11      0.25778234E-01
 63618      0.47347950E-11      0.25784075E-01
 63619      0.47370211E-11      0.25775135E-01
 63620      0.47354872E-11      0.25779963E-01
 63621      0.47387133E-11      0.25778651E-01
 63622      0.47354664E-11      0.25777221E-01
 63623      0.47347365E-11      0.25775015E-01
 63624      0.47343136E-11      0.25775552E-01
 63625      0.47336553E-11      0.25771379E-01
 63626      0.47358250E-11      0.25775194E-01
 63627      0.47361598E-11      0.25767744E-01
 63628      0.47308199E-11      0.25768101E-01
 63629      0.47335803E-11      0.25773227E-01
 63630      0.47328599E-11      0.25766432E-01
 63631      0.47356234E-11      0.25763452E-01
 63632      0.47341219E-11      0.25766015E-01
 63633      0.47295254E-11      0.25765836E-01
 63634      0.47291351E-11      0.25759995E-01
 63635      0.47306078E-11      0.25765657E-01
 63636      0.47316413E-11      0.25755584E-01
 63637      0.47323282E-11      0.25762737E-01
 63638      0.47303142E-11      0.25761008E-01
 63639      0.47299590E-11      0.25758326E-01
 63640      0.47285791E-11      0.25761724E-01
 63641      0.47301052E-11      0.25759280E-01
 63642      0.47277273E-11      0.25755465E-01
 63643      0.47304617E-11      0.25755644E-01
 63644      0.47274862E-11      0.25757372E-01
 63645      0.47261956E-11      0.25751233E-01
 63646      0.47288536E-11      0.25755525E-01
 63647      0.47295514E-11      0.25749743E-01
 63648      0.47261934E-11      0.25748551E-01
 63649      0.47296286E-11      0.25749922E-01
 63650      0.47280396E-11      0.25749385E-01
 63651      0.47274051E-11      0.25744140E-01
 63652      0.47280699E-11      0.25744081E-01
 63653      0.47291932E-11      0.25748074E-01
 63654      0.47287569E-11      0.25744617E-01
 63655      0.47265677E-11      0.25739849E-01
 63656      0.47295128E-11      0.25739193E-01
 63657      0.47292639E-11      0.25739253E-01
 63658      0.47267611E-11      0.25734246E-01
 63659      0.47293927E-11      0.25737405E-01
 63660      0.47269953E-11      0.25734246E-01
 63661      0.47258664E-11      0.25733471E-01
 63662      0.47272576E-11      0.25733531E-01
 63663      0.47243156E-11      0.25732577E-01
 63664      0.47280335E-11      0.25729716E-01
 63665      0.47262966E-11      0.25727391E-01
 63666      0.47278054E-11      0.25731802E-01
 63667      0.47287460E-11      0.25726259E-01
 63668      0.47256118E-11      0.25729239E-01
 63669      0.47248715E-11      0.25725961E-01
 63670      0.47245875E-11      0.25725603E-01
 63671      0.47252102E-11      0.25726736E-01
 63672      0.47224390E-11      0.25722682E-01
 63673      0.47229143E-11      0.25715828E-01
 63674      0.47229720E-11      0.25717378E-01
 63675      0.47249435E-11      0.25714099E-01
 63676      0.47226645E-11      0.25711536E-01
 63677      0.47221792E-11      0.25714755E-01
 63678      0.47203183E-11      0.25716662E-01
 63679      0.47237522E-11      0.25712550E-01
 63680      0.47207720E-11      0.25710046E-01
 63681      0.47195494E-11      0.25707364E-01
 63682      0.47216562E-11      0.25711417E-01
 63683      0.47198846E-11      0.25709033E-01
 63684      0.47223592E-11      0.25715053E-01
 63685      0.47215834E-11      0.25709391E-01
 63686      0.47184526E-11      0.25708377E-01
 63687      0.47210213E-11      0.25706053E-01
 63688      0.47208045E-11      0.25704384E-01
 63689      0.47233077E-11      0.25702655E-01
 63690      0.47210161E-11      0.25704384E-01
 63691      0.47185428E-11      0.25700748E-01
 63692      0.47180185E-11      0.25701523E-01
 63693      0.47174829E-11      0.25697470E-01
 63694      0.47198673E-11      0.25691926E-01
 63695      0.47193048E-11      0.25697649E-01
 63696      0.47186361E-11      0.25699973E-01
 63697      0.47188824E-11      0.25690377E-01
 63698      0.47168307E-11      0.25695741E-01
 63699      0.47163272E-11      0.25687873E-01
 63700      0.47157560E-11      0.25688350E-01
 63701      0.47176616E-11      0.25690496E-01
 63702      0.47170111E-11      0.25687993E-01
 63703      0.47168159E-11      0.25684834E-01
 63704      0.47143066E-11      0.25687814E-01
 63705      0.47158852E-11      0.25682509E-01
 63706      0.47179535E-11      0.25685668E-01
 63707      0.47178719E-11      0.25683820E-01
 63708      0.47197719E-11      0.25681615E-01
 63709      0.47172704E-11      0.25685072E-01
 63710      0.47163744E-11      0.25676548E-01
 63711      0.47136860E-11      0.25679529E-01
 63712      0.47160891E-11      0.25673926E-01
 63713      0.47143700E-11      0.25680423E-01
 63714      0.47187627E-11      0.25677741E-01
 63715      0.47128091E-11      0.25676250E-01
 63716      0.47144975E-11      0.25672793E-01
 63717      0.47151640E-11      0.25672793E-01
 63718      0.47138708E-11      0.25670409E-01
 63719      0.47140924E-11      0.25670528E-01
 63720      0.47142000E-11      0.25670886E-01
 63721      0.47114062E-11      0.25671244E-01
 63722      0.47150422E-11      0.25668204E-01
 63723      0.47136279E-11      0.25665939E-01
 63724      0.47128321E-11      0.25663495E-01
 63725      0.47116581E-11      0.25662363E-01
 63726      0.47125667E-11      0.25659919E-01
 63727      0.47093805E-11      0.25659144E-01
 63728      0.47100848E-11      0.25659084E-01
 63729      0.47097994E-11      0.25659502E-01
 63730      0.47103541E-11      0.25655866E-01
 63731      0.47106000E-11      0.25653243E-01
 63732      0.47096116E-11      0.25653422E-01
 63733      0.47097265E-11      0.25654972E-01
 63734      0.47076436E-11      0.25653541E-01
 63735      0.47113797E-11      0.25648654E-01
 63736      0.47090821E-11      0.25647998E-01
 63737      0.47082659E-11      0.25648892E-01
 63738      0.47090253E-11      0.25650561E-01
 63739      0.47072038E-11      0.25646150E-01
 63740      0.47064366E-11      0.25645852E-01
 63741      0.47086935E-11      0.25645435E-01
 63742      0.47058872E-11      0.25644243E-01
 63743      0.47072615E-11      0.25636554E-01
 63744      0.47097066E-11      0.25642812E-01
 63745      0.47076553E-11      0.25640607E-01
 63746      0.47081627E-11      0.25640607E-01
 63747      0.47089129E-11      0.25640070E-01
 63748      0.47083557E-11      0.25638282E-01
 63749      0.47076570E-11      0.25636733E-01
 63750      0.47063334E-11      0.25632739E-01
 63751      0.47056543E-11      0.25629818E-01
 63752      0.47022312E-11      0.25628924E-01
 63753      0.47067242E-11      0.25630176E-01
 63754      0.47065806E-11      0.25628567E-01
 63755      0.47034572E-11      0.25628984E-01
 63756      0.47048012E-11      0.25628328E-01
 63757      0.47051221E-11      0.25625169E-01
 63758      0.47065889E-11      0.25622070E-01
 63759      0.47051599E-11      0.25622964E-01
 63760      0.47050393E-11      0.25624156E-01
 63761      0.47039547E-11      0.25620401E-01
 63762      0.47041030E-11      0.25622129E-01
 63763      0.47035167E-11      0.25624096E-01
 63764      0.47047258E-11      0.25622785E-01
 63765      0.47029173E-11      0.25617898E-01
 63766      0.46982292E-11      0.25615513E-01
 63767      0.47019224E-11      0.25616527E-01
 63768      0.47020061E-11      0.25620818E-01
 63769      0.47034911E-11      0.25613785E-01
 63770      0.47015100E-11      0.25613666E-01
 63771      0.47003508E-11      0.25610387E-01
 63772      0.46999913E-11      0.25615036E-01
 63773      0.47005832E-11      0.25609851E-01
 63774      0.47014979E-11      0.25602400E-01
 63775      0.47003287E-11      0.25603712E-01
 63776      0.47013543E-11      0.25606990E-01
 63777      0.47006956E-11      0.25606215E-01
 63778      0.46992111E-11      0.25599897E-01
 63779      0.47004709E-11      0.25601327E-01
 63780      0.47008569E-11      0.25600433E-01
 63781      0.46990836E-11      0.25600851E-01
 63782      0.46975674E-11      0.25597036E-01
 63783      0.46990107E-11      0.25598049E-01
 63784      0.46972409E-11      0.25597870E-01
 63785      0.46991976E-11      0.25601268E-01
 63786      0.47001582E-11      0.25595665E-01
 63787      0.46973150E-11      0.25593400E-01
 63788      0.46998508E-11      0.25592148E-01
 63789      0.46995684E-11      0.25587440E-01
 63790      0.46969100E-11      0.25588334E-01
 63791      0.46972834E-11      0.25592744E-01
 63792      0.46971949E-11      0.25590956E-01
 63793      0.46963423E-11      0.25586307E-01
 63794      0.47017060E-11      0.25585175E-01
 63795      0.46977461E-11      0.25580704E-01
 63796      0.46967655E-11      0.25582373E-01
 63797      0.46968670E-11      0.25588691E-01
 63798      0.46950182E-11      0.25582850E-01
 63799      0.46976190E-11      0.25583446E-01
 63800      0.46965040E-11      0.25580227E-01
 63801      0.46953626E-11      0.25578499E-01
 63802      0.46981984E-11      0.25579035E-01
 63803      0.46945984E-11      0.25577664E-01
 63804      0.46957078E-11      0.25576949E-01
 63805      0.46957434E-11      0.25577664E-01
 63806      0.46929466E-11      0.25575340E-01
 63807      0.46912422E-11      0.25571644E-01
 63808      0.46923867E-11      0.25570214E-01
 63809      0.46920579E-11      0.25572717E-01
 63810      0.46967421E-11      0.25568783E-01
 63811      0.46956462E-11      0.25567949E-01
 63812      0.46955716E-11      0.25565684E-01
 63813      0.46947806E-11      0.25568962E-01
 63814      0.46950343E-11      0.25567532E-01
 63815      0.46907821E-11      0.25564611E-01
 63816      0.46927189E-11      0.25567174E-01
 63817      0.46914096E-11      0.25564551E-01
 63818      0.46920475E-11      0.25562584E-01
 63819      0.46933963E-11      0.25564611E-01
 63820      0.46911533E-11      0.25560081E-01
 63821      0.46893492E-11      0.25559247E-01
 63822      0.46906155E-11      0.25559723E-01
 63823      0.46893409E-11      0.25551736E-01
 63824      0.46904451E-11      0.25555372E-01
 63825      0.46911810E-11      0.25555372E-01
 63826      0.46897291E-11      0.25555432E-01
 63827      0.46903046E-11      0.25552988E-01
 63828      0.46883751E-11      0.25546193E-01
 63829      0.46915180E-11      0.25548279E-01
 63830      0.46888721E-11      0.25549829E-01
 63831      0.46895760E-11      0.25548697E-01
 63832      0.46887611E-11      0.25549173E-01
 63833      0.46917145E-11      0.25545359E-01
 63834      0.46896332E-11      0.25544643E-01
 63835      0.46865428E-11      0.25548339E-01
 63836      0.46860506E-11      0.25542200E-01
 63837      0.46872358E-11      0.25540829E-01
 63838      0.46876288E-11      0.25544643E-01
 63839      0.46879015E-11      0.25538683E-01
 63840      0.46861655E-11      0.25537491E-01
 63841      0.46852964E-11      0.25535703E-01
 63842      0.46877350E-11      0.25534749E-01
 63843      0.46840865E-11      0.25537193E-01
 63844      0.46839017E-11      0.25536358E-01
 63845      0.46906901E-11      0.25530159E-01
 63846      0.46854170E-11      0.25535285E-01
 63847      0.46864504E-11      0.25533199E-01
 63848      0.46857496E-11      0.25527060E-01
 63849      0.46862392E-11      0.25529861E-01
 63850      0.46813959E-11      0.25529802E-01
 63851      0.46833492E-11      0.25522530E-01
 63852      0.46845136E-11      0.25526464E-01
 63853      0.46844347E-11      0.25520504E-01
 63854      0.46820885E-11      0.25522232E-01
 63855      0.46850297E-11      0.25519371E-01
 63856      0.46836471E-11      0.25519848E-01
 63857      0.46843003E-11      0.25519550E-01
 63858      0.46818231E-11      0.25521159E-01
 63859      0.46828878E-11      0.25513649E-01
 63860      0.46811192E-11      0.25514305E-01
 63861      0.46844651E-11      0.25515199E-01
 63862      0.46800688E-11      0.25510430E-01
 63863      0.46800675E-11      0.25513113E-01
 63864      0.46812523E-11      0.25510252E-01
 63865      0.46800519E-11      0.25512755E-01
 63866      0.46834541E-11      0.25512874E-01
 63867      0.46800107E-11      0.25507689E-01
 63868      0.46810576E-11      0.25505424E-01
 63869      0.46789131E-11      0.25509596E-01
 63870      0.46769216E-11      0.25505722E-01
 63871      0.46782148E-11      0.25502861E-01
 63872      0.46770218E-11      0.25504887E-01
 63873      0.46770890E-11      0.25503814E-01
 63874      0.46764849E-11      0.25507629E-01
 63875      0.46750880E-11      0.25501490E-01
 63876      0.46728580E-11      0.25499463E-01
 63877      0.46765391E-11      0.25498331E-01
 63878      0.46773696E-11      0.25497496E-01
 63879      0.46753296E-11      0.25495648E-01
 63880      0.46755152E-11      0.25493264E-01
 63881      0.46737323E-11      0.25497913E-01
 63882      0.46733130E-11      0.25490880E-01
 63883      0.46746487E-11      0.25488138E-01
 63884      0.46747723E-11      0.25487661E-01
 63885      0.46737375E-11      0.25487423E-01
 63886      0.46750845E-11      0.25484860E-01
 63887      0.46718892E-11      0.25485575E-01
 63888      0.46735510E-11      0.25489330E-01
 63889      0.46700872E-11      0.25482774E-01
 63890      0.46726698E-11      0.25483906E-01
 63891      0.46708080E-11      0.25481462E-01
 63892      0.46723810E-11      0.25476873E-01
 63893      0.46719417E-11      0.25481939E-01
 63894      0.46722379E-11      0.25480688E-01
 63895      0.46710201E-11      0.25474548E-01
 63896      0.46719096E-11      0.25477946E-01
 63897      0.46680849E-11      0.25473237E-01
 63898      0.46669417E-11      0.25472462E-01
 63899      0.46680927E-11      0.25472343E-01
 63900      0.46698513E-11      0.25474072E-01
 63901      0.46678932E-11      0.25474966E-01
 63902      0.46685880E-11      0.25474787E-01
 63903      0.46697602E-11      0.25472462E-01
 63904      0.46674075E-11      0.25465667E-01
 63905      0.46654694E-11      0.25463045E-01
 63906      0.46680784E-11      0.25467217E-01
 63907      0.46657274E-11      0.25463223E-01
 63908      0.46658909E-11      0.25461853E-01
 63909      0.46648648E-11      0.25460601E-01
 63910      0.46656841E-11      0.25460780E-01
 63911      0.46677428E-11      0.25460362E-01
 63912      0.46638162E-11      0.25457501E-01
 63913      0.46641536E-11      0.25456727E-01
 63914      0.46656338E-11      0.25458813E-01
 63915      0.46646003E-11      0.25457382E-01
 63916      0.46621162E-11      0.25458515E-01
 63917      0.46647950E-11      0.25454164E-01
 63918      0.46613030E-11      0.25451362E-01
 63919      0.46666880E-11      0.25449216E-01
 63920      0.46625546E-11      0.25451958E-01
 63921      0.46643895E-11      0.25450826E-01
 63922      0.46657188E-11      0.25446177E-01
 63923      0.46615056E-11      0.25450706E-01
 63924      0.46617931E-11      0.25451422E-01
 63925      0.46617861E-11      0.25445104E-01
 63926      0.46593714E-11      0.25443554E-01
 63927      0.46584702E-11      0.25444269E-01
 63928      0.46588874E-11      0.25446653E-01
 63929      0.46592227E-11      0.25442600E-01
 63930      0.46549097E-11      0.25442481E-01
 63931      0.46592439E-11      0.25438786E-01
 63932      0.46587517E-11      0.25438547E-01
 63933      0.46613863E-11      0.25436342E-01
 63934      0.46604504E-11      0.25433600E-01
 63935      0.46590800E-11      0.25436103E-01
 63936      0.46590509E-11      0.25430977E-01
 63937      0.46560559E-11      0.25430083E-01
 63938      0.46573479E-11      0.25431514E-01
 63939      0.46568990E-11      0.25430083E-01
 63940      0.46580075E-11      0.25428593E-01
 63941      0.46555954E-11      0.25428176E-01
 63942      0.46559744E-11      0.25428176E-01
 63943      0.46571419E-11      0.25426507E-01
 63944      0.46568899E-11      0.25423169E-01
 63945      0.46568175E-11      0.25423825E-01
 63946      0.46545281E-11      0.25426388E-01
 63947      0.46540835E-11      0.25422692E-01
 63948      0.46560698E-11      0.25420725E-01
 63949      0.46553594E-11      0.25415242E-01
 63950      0.46523831E-11      0.25419950E-01
 63951      0.46525067E-11      0.25421202E-01
 63952      0.46542960E-11      0.25418341E-01
 63953      0.46538502E-11      0.25417268E-01
 63954      0.46549847E-11      0.25413871E-01
 63955      0.46543125E-11      0.25412858E-01
 63956      0.46562806E-11      0.25414765E-01
 63957      0.46528701E-11      0.25413871E-01
 63958      0.46553347E-11      0.25411069E-01
 63959      0.46548043E-11      0.25415003E-01
 63960      0.46560546E-11      0.25410950E-01
 63961      0.46515534E-11      0.25410116E-01
 63962      0.46556131E-11      0.25407016E-01
 63963      0.46544951E-11      0.25404990E-01
 63964      0.46528337E-11      0.25406241E-01
 63965      0.46548698E-11      0.25405645E-01
 63966      0.46504393E-11      0.25403619E-01
 63967      0.46508058E-11      0.25404155E-01
 63968      0.46526533E-11      0.25398493E-01
 63969      0.46524152E-11      0.25401354E-01
 63970      0.46540614E-11      0.25399685E-01
 63971      0.46503101E-11      0.25395691E-01
 63972      0.46511189E-11      0.25398731E-01
 63973      0.46522764E-11      0.25399923E-01
 63974      0.46540172E-11      0.25398433E-01
 63975      0.46495594E-11      0.25398552E-01
 63976      0.46495416E-11      0.25396764E-01
 63977      0.46469204E-11      0.25396407E-01
 63978      0.46488126E-11      0.25392771E-01
 63979      0.46505859E-11      0.25388479E-01
 63980      0.46505391E-11      0.25382876E-01
 63981      0.46486820E-11      0.25390804E-01
 63982      0.46480497E-11      0.25387764E-01
 63983      0.46478260E-11      0.25387168E-01
 63984      0.46497311E-11      0.25381744E-01
 63985      0.46497918E-11      0.25385082E-01
 63986      0.46482184E-11      0.25384247E-01
 63987      0.46484327E-11      0.25377989E-01
 63988      0.46470462E-11      0.25379956E-01
 63989      0.46475952E-11      0.25382221E-01
 63990      0.46451827E-11      0.25375366E-01
 63991      0.46483772E-11      0.25377393E-01
 63992      0.46460140E-11      0.25373340E-01
 63993      0.46457031E-11      0.25377929E-01
 63994      0.46444519E-11      0.25375485E-01
 63995      0.46443548E-11      0.25374353E-01
 63996      0.46479994E-11      0.25376499E-01
 63997      0.46472283E-11      0.25372863E-01
 63998      0.46457178E-11      0.25374472E-01
 63999      0.46451445E-11      0.25369585E-01
 64000      0.46451809E-11      0.25370300E-01
 64001      0.46453349E-11      0.25364995E-01
 64002      0.46441392E-11      0.25371015E-01
 64003      0.46440529E-11      0.25366247E-01
 64004      0.46443149E-11      0.25363147E-01
 64005      0.46453509E-11      0.25357783E-01
 64006      0.46432489E-11      0.25361776E-01
 64007      0.46471902E-11      0.25363505E-01
 64008      0.46430867E-11      0.25356710E-01
 64009      0.46447082E-11      0.25357246E-01
 64010      0.46434432E-11      0.25356472E-01
 64011      0.46447039E-11      0.25354922E-01
 64012      0.46432832E-11      0.25360465E-01
 64013      0.46439202E-11      0.25358617E-01
 64014      0.46449060E-11      0.25359690E-01
 64015      0.46456957E-11      0.25356472E-01
 64016      0.46425303E-11      0.25351882E-01
 64017      0.46435850E-11      0.25349617E-01
 64018      0.46444792E-11      0.25349855E-01
 64019      0.46401537E-11      0.25348127E-01
 64020      0.46424461E-11      0.25343895E-01
 64021      0.46427974E-11      0.25350034E-01
 64022      0.46427328E-11      0.25346279E-01
 64023      0.46407578E-11      0.25343239E-01
 64024      0.46421482E-11      0.25340080E-01
 64025      0.46404074E-11      0.25345325E-01
 64026      0.46386727E-11      0.25340736E-01
 64027      0.46401576E-11      0.25339663E-01
 64028      0.46414088E-11      0.25340021E-01
 64029      0.46385092E-11      0.25336027E-01
 64030      0.46410007E-11      0.25343776E-01
 64031      0.46386467E-11      0.25332987E-01
 64032      0.46385461E-11      0.25334418E-01
 64033      0.46393232E-11      0.25331020E-01
 64034      0.46393388E-11      0.25333822E-01
 64035      0.46387464E-11      0.25329351E-01
 64036      0.46371596E-11      0.25330663E-01
 64037      0.46370685E-11      0.25328457E-01
 64038      0.46376093E-11      0.25323808E-01
 64039      0.46375304E-11      0.25331914E-01
 64040      0.46375221E-11      0.25324166E-01
 64041      0.46385148E-11      0.25322080E-01
 64042      0.46360064E-11      0.25321245E-01
 64043      0.46388253E-11      0.25323212E-01
 64044      0.46346091E-11      0.25320411E-01
 64045      0.46356135E-11      0.25320768E-01
 64046      0.46345042E-11      0.25320292E-01
 64047      0.46364904E-11      0.25318623E-01
 64048      0.46324012E-11      0.25318801E-01
 64049      0.46353767E-11      0.25312543E-01
 64050      0.46346555E-11      0.25310397E-01
 64051      0.46341572E-11      0.25307417E-01
 64052      0.46342418E-11      0.25310695E-01
 64053      0.46347782E-11      0.25312006E-01
 64054      0.46334182E-11      0.25308430E-01
 64055      0.46327902E-11      0.25306702E-01
 64056      0.46302406E-11      0.25305152E-01
 64057      0.46308803E-11      0.25304198E-01
 64058      0.46341676E-11      0.25308132E-01
 64059      0.46310551E-11      0.25303781E-01
 64060      0.46325183E-11      0.25302589E-01
 64061      0.46318010E-11      0.25302947E-01
 64062      0.46295173E-11      0.25307178E-01
 64063      0.46295866E-11      0.25296509E-01
 64064      0.46311752E-11      0.25298297E-01
 64065      0.46300901E-11      0.25295436E-01
 64066      0.46278116E-11      0.25297165E-01
 64067      0.46295654E-11      0.25296986E-01
 64068      0.46239111E-11      0.25289536E-01
 64069      0.46251757E-11      0.25289178E-01
 64070      0.46254671E-11      0.25290310E-01
 64071      0.46251358E-11      0.25288522E-01
 64072      0.46276446E-11      0.25288403E-01
 64073      0.46245039E-11      0.25285840E-01
 64074      0.46260140E-11      0.25290012E-01
 64075      0.46272478E-11      0.25285900E-01
 64076      0.46244302E-11      0.25284052E-01
 64077      0.46241891E-11      0.25283217E-01
 64078      0.46233932E-11      0.25284946E-01
 64079      0.46268740E-11      0.25281191E-01
 64080      0.46262573E-11      0.25280893E-01
 64081      0.46248708E-11      0.25284231E-01
 64082      0.46249623E-11      0.25283039E-01
 64083      0.46209035E-11      0.25275230E-01
 64084      0.46234691E-11      0.25277674E-01
 64085      0.46226837E-11      0.25279820E-01
 64086      0.46233581E-11      0.25274515E-01
 64087      0.46210731E-11      0.25276780E-01
 64088      0.46248816E-11      0.25274873E-01
 64089      0.46217318E-11      0.25270224E-01
 64090      0.46222175E-11      0.25269270E-01
 64091      0.46216420E-11      0.25267661E-01
 64092      0.46217028E-11      0.25269449E-01
 64093      0.46218164E-11      0.25271118E-01
 64094      0.46213259E-11      0.25266528E-01
 64095      0.46231218E-11      0.25264740E-01
 64096      0.46212513E-11      0.25264204E-01
 64097      0.46195218E-11      0.25259554E-01
 64098      0.46156633E-11      0.25262356E-01
 64099      0.46166885E-11      0.25261104E-01
 64100      0.46210930E-11      0.25258482E-01
 64101      0.46194775E-11      0.25257051E-01
 64102      0.46191588E-11      0.25257707E-01
 64103      0.46159053E-11      0.25256276E-01
 64104      0.46187906E-11      0.25255263E-01
 64105      0.46205305E-11      0.25255144E-01
 64106      0.46163980E-11      0.25252521E-01
 64107      0.46170420E-11      0.25254548E-01
 64108      0.46178764E-11      0.25252819E-01
 64109      0.46178235E-11      0.25251865E-01
 64110      0.46163993E-11      0.25244653E-01
 64111      0.46183998E-11      0.25248408E-01
 64112      0.46176899E-11      0.25240898E-01
 64113      0.46170307E-11      0.25249004E-01
 64114      0.46159873E-11      0.25244176E-01
 64115      0.46146294E-11      0.25245965E-01
 64116      0.46137543E-11      0.25243521E-01
 64117      0.46167597E-11      0.25239766E-01
 64118      0.46172280E-11      0.25238931E-01
 64119      0.46181769E-11      0.25243759E-01
 64120      0.46136961E-11      0.25243580E-01
 64121      0.46154218E-11      0.25237024E-01
 64122      0.46145249E-11      0.25238812E-01
 64123      0.46174657E-11      0.25233150E-01
 64124      0.46139386E-11      0.25230706E-01
 64125      0.46147504E-11      0.25233924E-01
 64126      0.46122637E-11      0.25230467E-01
 64127      0.46135786E-11      0.25236607E-01
 64128      0.46157188E-11      0.25232911E-01
 64129      0.46160380E-11      0.25231302E-01
 64130      0.46174293E-11      0.25227964E-01
 64131      0.46145418E-11      0.25230885E-01
 64132      0.46143029E-11      0.25225341E-01
 64133      0.46134524E-11      0.25224924E-01
 64134      0.46119757E-11      0.25229037E-01
 64135      0.46127173E-11      0.25225818E-01
 64136      0.46102007E-11      0.25223374E-01
 64137      0.46115368E-11      0.25223613E-01
 64138      0.46121570E-11      0.25219083E-01
 64139      0.46121002E-11      0.25215149E-01
 64140      0.46126731E-11      0.25220633E-01
 64141      0.46141172E-11      0.25215149E-01
 64142      0.46111639E-11      0.25218427E-01
 64143      0.46117762E-11      0.25212407E-01
 64144      0.46122533E-11      0.25214672E-01
 64145      0.46128891E-11      0.25208533E-01
 64146      0.46116166E-11      0.25210202E-01
 64147      0.46114770E-11      0.25209665E-01
 64148      0.46106534E-11      0.25208831E-01
 64149      0.46118404E-11      0.25209069E-01
 64150      0.46095116E-11      0.25208175E-01
 64151      0.46099635E-11      0.25205970E-01
 64152      0.46089916E-11      0.25202394E-01
 64153      0.46098611E-11      0.25204539E-01
 64154      0.46090146E-11      0.25201857E-01
 64155      0.46092921E-11      0.25198460E-01
 64156      0.46111357E-11      0.25196552E-01
 64157      0.46086438E-11      0.25194883E-01
 64158      0.46121687E-11      0.25194049E-01
 64159      0.46113907E-11      0.25195003E-01
 64160      0.46093932E-11      0.25191605E-01
 64161      0.46074975E-11      0.25194168E-01
 64162      0.46091199E-11      0.25187612E-01
 64163      0.46112719E-11      0.25190771E-01
 64164      0.46084542E-11      0.25190115E-01
 64165      0.46066762E-11      0.25189519E-01
 64166      0.46088506E-11      0.25188982E-01
 64167      0.46099344E-11      0.25185466E-01
 64168      0.46065846E-11      0.25186479E-01
 64169      0.46094400E-11      0.25184333E-01
 64170      0.46030445E-11      0.25184095E-01
 64171      0.46073484E-11      0.25180459E-01
 64172      0.46058461E-11      0.25185525E-01
 64173      0.46079265E-11      0.25182307E-01
 64174      0.46045763E-11      0.25178969E-01
 64175      0.46050767E-11      0.25179029E-01
 64176      0.46096508E-11      0.25178313E-01
 64177      0.46069637E-11      0.25176406E-01
 64178      0.46048877E-11      0.25174797E-01
 64179      0.46068470E-11      0.25173068E-01
 64180      0.46041478E-11      0.25167525E-01
